date,close
2016-01-04,0.599
2016-01-05,0.611
2016-01-06,0.615
2016-01-07,0.5915
2016-01-08,0.59925
2016-01-11,0.59875
2016-01-12,0.6205
2016-01-13,0.616
2016-01-14,0.62375
2016-01-15,0.62
2016-01-19,0.62975
2016-01-20,0.6325
2016-01-21,0.63375
2016-01-22,0.6315
2016-01-25,0.63625
2016-01-26,0.64625
2016-01-27,0.656
2016-01-28,0.654
2016-01-29,0.65625
2016-02-01,0.6505
2016-02-02,0.64275
2016-02-03,0.64575
2016-02-04,0.64975
2016-02-05,0.649
2016-02-08,0.65
2016-02-09,0.6535
2016-02-10,0.65375
2016-02-11,0.6565
2016-02-12,0.6595
2016-02-16,0.70375
2016-02-17,0.71275
2016-02-18,0.7035
2016-02-19,0.6895
2016-02-22,0.689
2016-02-23,0.6995
2016-02-24,0.71375
2016-02-25,0.712
2016-02-26,0.711
2016-02-29,0.70125
2016-03-01,0.70375
2016-03-02,0.701
2016-03-03,0.705
2016-03-04,0.70975
2016-03-07,0.7015
2016-03-08,0.69725
2016-03-09,0.72175
2016-03-10,0.721
2016-03-11,0.719
2016-03-14,0.709
2016-03-15,0.70825
2016-03-16,0.71325
2016-03-17,0.713
2016-03-18,0.71375
2016-03-21,0.6925
2016-03-22,0.7
2016-03-23,0.69625
2016-03-24,0.69825
2016-03-28,0.70025
2016-03-29,0.70225
2016-03-30,0.69
2016-03-31,0.68275
2016-04-01,0.678
2016-04-04,0.6765
2016-04-05,0.674
2016-04-06,0.67475
2016-04-07,0.67075
2016-04-08,0.668
2016-04-11,0.6635
2016-04-12,0.66625
2016-04-13,0.66475
2016-04-14,0.6685
2016-04-15,0.74325
2016-04-18,0.74875
2016-04-19,0.76425
2016-04-20,0.771
2016-04-21,0.7715
2016-04-22,0.753
2016-04-25,0.748
2016-04-26,0.749
2016-04-27,0.76575
2016-04-28,0.775
2016-04-29,0.77975
2016-05-02,0.7835
2016-05-03,0.78425
2016-05-04,0.7745
2016-05-05,0.77525
2016-05-06,0.7675
2016-05-09,0.761
2016-05-10,0.767
2016-05-11,0.769
2016-05-12,0.77025
2016-05-13,0.7685
2016-05-16,0.82975
2016-05-17,0.82625
2016-05-18,0.8135
2016-05-19,0.80425
2016-05-20,0.79875
2016-05-23,0.79
2016-05-24,0.797
2016-05-25,0.8015
2016-05-26,0.806
2016-05-27,0.8045
2016-05-31,0.80425
2016-06-01,0.81125
2016-06-02,0.82
2016-06-03,0.823
2016-06-06,0.8235
2016-06-07,0.81825
2016-06-08,0.8215
2016-06-09,0.828
2016-06-10,0.82325
2016-06-13,0.81825
2016-06-14,0.817
2016-06-15,0.872
2016-06-16,0.872
2016-06-17,0.8615
2016-06-20,0.8645
2016-06-21,0.86575
2016-06-22,0.844
2016-06-23,0.8445
2016-06-24,0.839
2016-06-27,0.831
2016-06-28,0.83025
2016-06-29,0.82975
2016-06-30,0.829
2016-07-01,0.826
2016-07-05,0.82
2016-07-06,0.81625
2016-07-07,0.8115
2016-07-08,0.801
2016-07-11,0.7985
2016-07-12,0.80025
2016-07-13,0.8025
2016-07-14,0.80425
2016-07-15,0.79975
2016-07-18,0.77775
2016-07-19,0.7735
2016-07-20,0.76125
2016-07-21,0.7465
2016-07-22,0.752
2016-07-25,0.75425
2016-07-26,0.745
2016-07-27,0.71625
2016-07-28,0.6925
2016-07-29,0.69275
2016-08-01,0.68025
2016-08-02,0.688
2016-08-03,0.685
2016-08-04,0.677
2016-08-05,0.67825
2016-08-08,0.6715
2016-08-09,0.672
2016-08-10,0.6725
2016-08-11,0.67175
2016-08-12,0.672
2016-08-15,0.62775
2016-08-16,0.6015
2016-08-17,0.607
2016-08-18,0.60875
2016-08-19,0.62075
2016-08-22,0.60975
2016-08-23,0.608
2016-08-24,0.601
2016-08-25,0.5875
2016-08-26,0.61325
2016-08-29,0.61525
2016-08-30,0.62
2016-08-31,0.62825
2016-09-01,0.63175
2016-09-02,0.606
2016-09-06,0.58775
2016-09-07,0.61025
2016-09-08,0.60975
2016-09-09,0.593
2016-09-12,0.5965
