date,close
2016-01-04,1.24
2016-01-05,1.23
2016-01-06,1.2
2016-01-07,1.18
2016-01-08,1.19
2016-01-11,1.14
2016-01-12,1.14
2016-01-13,1.15
2016-01-14,1.16
2016-01-15,1.15
2016-01-19,1.16
2016-01-20,1.12
2016-01-21,1.14
2016-01-22,1.16
2016-01-25,1.16
2016-01-26,1.17
2016-01-27,1.18
2016-01-28,1.19
2016-01-29,1.16
2016-02-01,1.18
2016-02-02,1.2
2016-02-03,1.22
2016-02-04,1.23
2016-02-05,1.2
2016-02-08,1.16
2016-02-09,1.15
2016-02-10,1.15
2016-02-11,1.13
2016-02-12,1.16
2016-02-16,1.15
2016-02-17,1.15
2016-02-18,1.14
2016-02-19,1.16
2016-02-22,1.2
2016-02-23,1.18
2016-02-24,1.15
2016-02-25,1.15
2016-02-26,1.13
2016-02-29,1.13
2016-03-01,1.13
2016-03-02,1.13
2016-03-03,1.16
2016-03-04,1.19
2016-03-07,1.19
2016-03-08,1.2
2016-03-09,1.21
2016-03-10,1.21
2016-03-11,1.24
2016-03-14,1.26
2016-03-15,1.24
2016-03-16,1.27
2016-03-17,1.32
2016-03-18,1.34
2016-03-21,1.32
2016-03-22,1.35
2016-03-23,1.31
2016-03-24,1.28
2016-03-28,1.29
2016-03-29,1.27
2016-03-30,1.27
2016-03-31,1.27
2016-04-01,1.27
2016-04-04,1.23
2016-04-05,1.21
2016-04-06,1.22
2016-04-07,1.2
2016-04-08,1.2
2016-04-11,1.23
2016-04-12,1.25
2016-04-13,1.22
2016-04-14,1.23
2016-04-15,1.23
2016-04-18,1.24
2016-04-19,1.26
2016-04-20,1.27
2016-04-21,1.24
2016-04-22,1.23
2016-04-25,1.23
2016-04-26,1.25
2016-04-27,1.21
2016-04-28,1.2
2016-04-29,1.21
2016-05-02,1.19
2016-05-03,1.19
2016-05-04,1.19
2016-05-05,1.21
2016-05-06,1.23
2016-05-09,1.25
2016-05-10,1.27
2016-05-11,1.28
2016-05-12,1.28
2016-05-13,1.29
2016-05-16,1.33
2016-05-17,1.32
2016-05-18,1.29
2016-05-19,1.24
2016-05-20,1.25
2016-05-23,1.22
2016-05-24,1.22
2016-05-25,1.21
2016-05-26,1.22
2016-05-27,1.21
2016-05-31,1.22
2016-06-01,1.22
2016-06-02,1.23
2016-06-03,1.27
2016-06-06,1.32
2016-06-07,1.32
2016-06-08,1.4
2016-06-09,1.34
2016-06-10,1.37
2016-06-13,1.37
2016-06-14,1.35
2016-06-15,1.38
2016-06-16,1.4
2016-06-17,1.41
2016-06-20,1.4
2016-06-21,1.39
2016-06-22,1.37
2016-06-23,1.39
2016-06-24,1.34
2016-06-27,1.35
2016-06-28,1.39
2016-06-29,1.43
2016-06-30,1.44
2016-07-01,1.45
2016-07-05,1.44
2016-07-06,1.42
2016-07-07,1.4
2016-07-08,1.43
2016-07-11,1.48
2016-07-12,1.46
2016-07-13,1.46
2016-07-14,1.5
2016-07-15,1.46
2016-07-18,1.48
2016-07-19,1.45
2016-07-20,1.47
2016-07-21,1.47
2016-07-22,1.42
2016-07-25,1.41
2016-07-26,1.42
2016-07-27,1.41
2016-07-28,1.42
2016-07-29,1.46
2016-08-01,1.43
2016-08-02,1.41
2016-08-03,1.4
2016-08-04,1.42
2016-08-05,1.43
2016-08-08,1.41
2016-08-09,1.41
2016-08-10,1.39
2016-08-11,1.38
2016-08-12,1.37
2016-08-15,1.37
2016-08-16,1.37
2016-08-17,1.35
2016-08-18,1.38
2016-08-19,1.39
2016-08-22,1.44
2016-08-23,1.45
2016-08-24,1.42
2016-08-25,1.44
2016-08-26,1.44
2016-08-29,1.44
2016-08-30,1.45
2016-08-31,1.46
2016-09-01,1.5
2016-09-02,1.5
2016-09-06,1.52
2016-09-07,1.54
2016-09-08,1.54
2016-09-09,1.5
2016-09-12,1.5
2016-09-13,1.47
2016-09-14,1.48
2016-09-15,1.48
2016-09-16,1.47
2016-09-19,1.52
2016-09-20,1.56
2016-09-21,1.57
2016-09-22,1.55
2016-09-23,1.51
2016-09-26,1.54
2016-09-27,1.54
2016-09-28,1.53
2016-09-29,1.5
2016-09-30,1.52
2016-10-03,1.48
2016-10-04,1.47
2016-10-05,1.48
2016-10-06,1.46
2016-10-07,1.48
2016-10-10,1.53
2016-10-11,1.51
2016-10-12,1.52
2016-10-13,1.53
2016-10-14,1.55
2016-10-17,1.57
2016-10-18,1.59
2016-10-19,1.58
2016-10-20,1.56
2016-10-21,1.56
2016-10-24,1.58
2016-10-25,1.65
2016-10-26,1.64
2016-10-27,1.65
2016-10-28,1.66
2016-10-31,1.64
2016-11-01,1.61
2016-11-02,1.63
2016-11-03,1.66
2016-11-04,1.71
2016-11-07,1.74
2016-11-08,1.68
2016-11-09,1.7
2016-11-10,1.62
2016-11-11,1.59
2016-11-14,1.62
2016-11-15,1.62
2016-11-16,1.61
2016-11-17,1.59
2016-11-18,1.58
2016-11-21,1.59
2016-11-22,1.57
