date,close
2024-11-22,5144.0
2024-11-23,5144.0
2024-11-24,5144.0
2024-11-25,5134.0
2024-11-26,5134.0
2024-11-27,5134.0
2024-11-28,5134.0
2024-11-29,5130.0
2024-11-30,5130.0
2024-12-01,5130.0
2024-12-02,5130.0
2024-12-03,5072.0
2024-12-04,5062.0
2024-12-05,5038.0
2025-02-12,4934.0
2025-02-13,4954.0
2025-02-14,4954.0
2025-02-15,4954.0
2025-02-16,4954.0
2025-02-17,4958.0
2025-02-18,4962.0
2025-02-19,4962.0
2025-02-20,4962.0
2025-02-21,4962.0
2025-02-22,4962.0
2025-02-23,4962.0
2025-02-24,4962.0
2025-02-25,4958.0
2025-02-26,4956.0
2025-02-27,4956.0
2025-02-28,4952.0
2025-03-01,4952.0
2025-03-02,4952.0
2025-03-03,4968.0
2025-03-04,4968.0
2025-03-05,4944.0
2025-03-06,4934.0
2025-03-07,4934.0
2025-03-08,4934.0
2025-03-09,4934.0
2025-03-10,4934.0
2025-03-11,4924.0
2025-03-12,4914.0
2025-03-13,4914.0
2025-03-14,4898.0
2025-03-15,4898.0
2025-03-16,4898.0
2025-03-17,4900.0
2025-03-18,4900.0
2025-03-19,4894.0
2025-03-20,4894.0
2025-03-21,4894.0
2025-03-22,4894.0
2025-03-23,4894.0
2025-03-24,4924.0
2025-03-25,4924.0
2025-03-26,4930.0
2025-03-27,4930.0
2025-03-28,4930.0
2025-03-29,4930.0
2025-03-30,4930.0
2025-03-31,4930.0
2025-04-01,4910.0
2025-04-02,4903.0
2025-04-03,4898.0
2025-04-04,4898.0
2025-04-05,4898.0
2025-04-06,4898.0
2025-04-07,4821.0
2025-04-08,4804.0
2025-04-09,4756.0
2025-04-10,4781.0
2025-04-11,4808.0
2025-04-12,4808.0
2025-04-13,4808.0
2025-04-14,4808.0
2025-04-15,4796.0
2025-04-16,4799.0
2025-04-17,4792.0
2025-04-18,4789.0
2025-04-19,4789.0
2025-04-20,4789.0
2025-04-21,4757.0
2025-04-22,4732.0
2025-04-23,4731.0
2025-04-24,4712.0
2025-04-25,4714.0
2025-04-26,4714.0
2025-04-27,4715.0
2025-04-28,4695.0
2025-04-29,4692.0
2025-04-30,4679.0
2025-05-01,4679.0
2025-05-02,4679.0
2025-05-03,4679.0
2025-05-04,4679.0
2025-05-05,4679.0
2025-05-06,4653.0
2025-05-07,4665.0
